name,field,subcategory,mbti
Dina Belenkaya,Sports,Atlet Catur,ISTP
Dinelson Lamet,Sports,Atlet Bisbol,ISTP
Ding Junhui,Sports,Atlet Snooker,ISFP
Ding Liren,Sports,Atlet Catur,INFP
Ding Ning,Sports,Atlet Tenis Meja,ESFJ
Diogo Jota,Sports,Atlet Sepak Bola,ISFP
Dirk Nowitzki,Sports,Atlet Basket,ISFP
Djalminha,Sports,Atlet Sepak Bola,INTP
DK Metcalf,Sports,Atlet Sepak Bola,ISFP
Dmitriy Aliev,Sports,Atlet Seluncur Es,INFP
Dmitry Orlov,Sports,Atlet Hoki,ISTP
Doc Rivers,Sports,Atlet Basket,ESFJ
Dock Ellis,Sports,Atlet Bisbol,ISFP
Dolph Ziggler,Sports,Pegulat,ESFP
Domantas Sabonis,Sports,Atlet Basket,ISFP
Domenec Torrent,Sports,Atlet Sepak Bola,ENTP
Dominic Calvert-Lewin,Sports,Atlet Sepak Bola,ESTJ
Dominic Smith,Sports,Atlet Bisbol,INFP
Dominic Thiem,Sports,Atlet Tenis,ISFJ
Dominick Cruz,Sports,MMA,INTJ
Dominik Livaković,Sports,Atlet Sepak Bola,INFJ
Dominik Mysterio,Sports,Pegulat,ISFP
Dominik Nitsche,Sports,Pemain Poker,ESTP
Dominique Foxworth,Sports,Atlet Sepak Bola,INFP
Dominique Rodgers-Cromartie,Sports,Atlet Sepak Bola,ESFP
Don Bradman,Sports,Atlet Kriket,ISTJ
Don Cherry,Sports,Atlet Hoki,ESTJ
Don Coryell,Sports,Atlet Sepak Bola,ISTJ
Don Drysdale,Sports,Atlet Bisbol,ESTJ
Don King,Sports,Petinju,ENFP
Don Larsen,Sports,Atlet Bisbol,ISTJ
Don Shula,Sports,Atlet Sepak Bola,ESTJ
Donald Cerrone,Sports,MMA,ESFP
Donald Penn,Sports,Atlet Sepak Bola,ESTJ
Donnie Yen,Sports,Atlet Seni Bela Diri,ESFP
Donovan Carrillo,Sports,Atlet Seluncur Es,ESFP
Donovan Mitchell,Sports,Atlet Basket,ESFJ
Donovan Peoples-Jones,Sports,Atlet Sepak Bola,ISFP
Dontari Poe,Sports,Atlet Sepak Bola,ISFP
Dontrelle Willis,Sports,Atlet Bisbol,ESFP
Dorian Yates,Sports,Atlet Binaraga,INTJ
Dorival Júnior,Sports,Atlet Sepak Bola,ISTJ
Doug Baldwin,Sports,Atlet Sepak Bola,ENTJ
Doug Martin,Sports,Atlet Sepak Bola,ESFJ
Douglas Jardine,Sports,Atlet Kriket,ENTJ
Douglas Lima,Sports,MMA,ESTJ
Douglas Souza,Sports,Atlet Bola Voli,ESFP
Draymond Green,Sports,Atlet Basket,ESFP
Dre Bly,Sports,Atlet Sepak Bola,ESTJ
Drew Bledsoe,Sports,Atlet Sepak Bola,ENFJ
Drew Brees,Sports,Atlet Sepak Bola,ESFJ
Drew Doughty,Sports,Atlet Hoki,ESFP
Drew Gibson,Sports,Atlet Frisbee,ESTP
Drew Gulak,Sports,Pegulat,ESTJ
Drew McIntyre,Sports,Pegulat,INTJ
Drew Taylor,Sports,Talenta Unik,ISTP
Dri Archer,Sports,Atlet Sepak Bola,ISFJ
Dries Mertens,Sports,Atlet Sepak Bola,ENFP
Droz,Sports,Pegulat,ESTP
Druw Jones,Sports,Atlet Bisbol,ESTP
Dude Love,Sports,Pegulat,ESFP
Dudley Boyz,Sports,Pegulat,ESFP
Dudu Barrichello,Sports,Pembalap Mobil,ENFP
Duncan Robinson,Sports,Atlet Basket,INTP
Dunga,Sports,Atlet Sepak Bola,ISTJ
Duron Harmon,Sports,Atlet Sepak Bola,ESFJ
Durval,Sports,Atlet Sepak Bola,ISTJ
Dušan Vlahović,Sports,Atlet Sepak Bola,ESTP
Dustin Johnson,Sports,Atlet Gold,ISTP
Dustin May,Sports,Atlet Bisbol,ISFP
Dustin Pedroia,Sports,Atlet Bisbol,ESTP
Dustin Poirier,Sports,MMA,ISFP
Dwayne Bowe,Sports,Atlet Sepak Bola,ISFJ
Dwayne Haskins Jr.,Sports,Atlet Sepak Bola,ISFP
Dwight Freeney,Sports,Atlet Sepak Bola,ESTJ
Dwight Howard,Sports,Atlet Basket,ESFP
Dwyane Wade,Sports,Atlet Basket,ISFP
Dylan Bundy,Sports,Atlet Bisbol,ISFP
Dylan Carlson,Sports,Atlet Bisbol,ISTJ
Dylan Rieder,Sports,Atlet Skateboarding,ISFP
Eagle Wynne McMahon,Sports,Atlet Frisbee,ESFP
Earl Campbell,Sports,Atlet Sepak Bola,ISFP
Earl Thomas,Sports,Atlet Sepak Bola,ISTP
Earl Weaver,Sports,Atlet Bisbol,ESTJ
Earl Woods,Sports,Talenta Unik,ISTJ
Earvin “Magic” Johnson,Sports,Atlet Basket,ESFP
Earvin N'Gapeth,Sports,Atlet Bola Voli,ESTP
Eben Britton,Sports,Atlet Sepak Bola,INFJ
Ebrar Karakurt,Sports,Atlet Bola Voli,ESTP
Ecenaz Duysak,Sports,Atlet Basket,ENFP
"Ed ""Too Tall"" Jones",Sports,Atlet Sepak Bola,ESFP
Ed Orgeron,Sports,Atlet Sepak Bola,ESFJ
Ed Reed,Sports,Atlet Sepak Bola,ISTP
Eda Erdem Dündar,Sports,Atlet Bola Voli,ENFJ
"Eddie ""The Beast"" Hall",Sports,Atlet Angkat Beban,ESTP
Eddie Alvarez,Sports,MMA,ISTJ
Eddie Bravo,Sports,MMA,ENFP
Eddie Guerrero,Sports,Pegulat,ENFP
Eddie Irvine,Sports,Pembalap Mobil,ESTJ
Eddie Kingston,Sports,Pegulat,ESTJ
Eden Hazard,Sports,Atlet Sepak Bola,ISTP
Éder Jofre,Sports,Petinju,INFJ
Éder Militão,Sports,Atlet Sepak Bola,ESFP
Ederson Moraes,Sports,Atlet Sepak Bola,ISTP
Edgar Martinez,Sports,Atlet Bisbol,ISFJ
Edge,Sports,Pegulat,ESTP
Edge (The Other Side),Sports,Pegulat,ENTP
Edgerrin James,Sports,Atlet Sepak Bola,ISTP
Edílson Capetinha,Sports,Atlet Sepak Bola,ESFP
Edin Dzeko,Sports,Atlet Sepak Bola,ISTJ
Edinho (goleiro),Sports,Atlet Sepak Bola,ESTP
Edinson Cavani,Sports,Atlet Sepak Bola,INFP
"Edmundo ""animal""",Sports,Atlet Sepak Bola,ESTP
Edon Zhegrova,Sports,Atlet Sepak Bola,ESTP
Eduardo Bonvallet,Sports,Atlet Sepak Bola,ENTJ
Eduardo Camavinga,Sports,Atlet Sepak Bola,ISFJ
Eduardo Coudet,Sports,Atlet Sepak Bola,ESTP
Edwin Diaz,Sports,Atlet Bisbol,ISFP
Edwin Encarnación,Sports,Atlet Bisbol,ISFP
Edwin Van Der Sar,Sports,Atlet Sepak Bola,INTJ
Ehsan Ghaem Maghami,Sports,Atlet Catur,ENTJ
Ehsan Rouzbahani,Sports,Petinju,ISFP
Eileen Feng Gu (Ailing Gu),Sports,Atlet Ski,ENTJ
Ekaterina Kostyunina,Sports,Atlet Sepak Bola,ESTJ
El León Apolo,Sports,Pegulat,ESTP
Elena Delle Donne,Sports,Atlet Basket,ISFJ
Elena Radionova,Sports,Atlet Seluncur Es,ESFP
Elena Rybakina,Sports,Atlet Tenis,ISFJ
Eli Manning,Sports,Atlet Sepak Bola,INTP
Elias,Sports,Atlet Sepak Bola,INFP
Elías Figueroa,Sports,Atlet Sepak Bola,ISTJ
Elias Pettersson,Sports,Atlet Hoki,ISFP
Elijah Dukes,Sports,Atlet Bisbol,ISTP
Elijah Green,Sports,Atlet Bisbol,ISFP
Elijah Mitchell,Sports,Atlet Sepak Bola,ISFJ
Elijah Moore,Sports,Atlet Sepak Bola,ISTJ
Elisabeth Seitz,Sports,Atlet Senam,ESFP
Eliud Kipchoge,Sports,Track & Field,INTJ
Elizaveta Tuktamysheva,Sports,Atlet Seluncur Es,ENFP
Ellis Hobbs,Sports,Atlet Sepak Bola,ISFP
Eloy Jimenez,Sports,Atlet Bisbol,ISFP
Elvis Andrus,Sports,Atlet Bisbol,ESFJ
Elvis Dumervil,Sports,Atlet Sepak Bola,ESFJ
Emanuel Augustus (Burton),Sports,Petinju,ENTP
Emanuel Lasker,Sports,Atlet Catur,ENTP
Emerson Fittipaldi,Sports,Pembalap Mobil,ENFP
Emerson Leão,Sports,Atlet Sepak Bola,ESTJ
Emerson Sheik,Sports,Atlet Sepak Bola,ENTP
"Emiliano ""Dibu"" Martínez",Sports,Atlet Sepak Bola,ESTP
Emily Sonnett,Sports,Atlet Sepak Bola,ESFP
Emma Raducanu,Sports,Atlet Tenis,ENFJ
Emma Weyant,Sports,Atlet Renang,ESFJ
Emmanuel Acho,Entertainment,"Media dan Penyiaran",ENFJ
Emmanuel Sanders,Sports,Atlet Sepak Bola,ISFJ
Emory Tate,Sports,Atlet Catur,ENTJ
Emre Belözoğlu,Sports,Atlet Sepak Bola,ESTJ
Endo Shota,Sports,Pegulat,ISTP
Enes Kanter Freedom,Sports,Atlet Basket,ESFP
Enner Valencia,Sports,Atlet Sepak Bola,ENTP
Enzo Fernández,Sports,Atlet Sepak Bola,ESTP
Enzo Ferrari,Sports,Pembalap Mobil,ENTJ
Erbatur Ergenekon,Entertainment,"Media dan Penyiaran",INFP
Ergin Ataman,Sports,Atlet Basket,ENTJ
"Eric ""Nate"" Nathan",Entertainment,"Media dan Penyiaran",INTJ
Eric Bischoff,Sports,Pegulat,ESTP
Eric Byrnes,Sports,Atlet Bisbol,ESFP
Eric Cantona,Sports,Atlet Sepak Bola,ENTJ
Eric Davis,Sports,Atlet Bisbol,ESTJ
Eric DeCosta,Sports,Atlet Sepak Bola,ENTJ
Eric Dickerson,Sports,Atlet Sepak Bola,ISTJ
Eric Dier,Sports,Atlet Sepak Bola,ESTP
Eric Ebron,Sports,Atlet Sepak Bola,ESTJ
Eric Gagne,Sports,Atlet Bisbol,ISTJ
Eric Garcia,Sports,Atlet Sepak Bola,INFJ
Eric Hansen (Atlet Caturbrah),Sports,Atlet Catur,ESTP
Eric Hosmer,Sports,Atlet Bisbol,ESFJ
Eric Hubbs,Entertainment,"Media dan Penyiaran",INTP
Eric Karros,Sports,Atlet Bisbol,ENTP
Eric Kendricks,Sports,Atlet Sepak Bola,ISFJ
Eric Koston,Sports,Atlet Skateboarding,ESFP
Eric Mangini,Sports,Atlet Sepak Bola,ISTJ
Eric Rosen,Sports,Atlet Catur,INFJ
Eric Thames,Sports,Atlet Bisbol,ISFJ
Eric Weddle,Sports,Atlet Sepak Bola,ESFJ
Eric Young,Sports,Pegulat,ESTJ
Erick Barrondo,Sports,Track & Field,ISTJ
Erik Karlsson,Sports,Atlet Hoki,ESFP
Erik ten Hag,Sports,Atlet Sepak Bola,ENTJ
Erling Haaland,Sports,Atlet Sepak Bola,ISTP
Ernesto Hoost,Sports,Atlet Seni Bela Diri,ESTJ
Ernesto Valverde,Sports,Atlet Sepak Bola,ISTJ
Ernests Gulbis,Sports,Atlet Tenis,ENTP
Ernie Johnson,Entertainment,"Media dan Penyiaran",ISFJ
Ersun Yanal,Sports,Atlet Sepak Bola,ISTP
Ervin Santana,Sports,Atlet Bisbol,ISFP
Esteban Ocon,Sports,Pembalap Mobil,ESFP
Eteri Tutberidze,Sports,Atlet Seluncur Es,ENTJ
Ethan Carter III “EC3”,Sports,Pegulat,ESFP
Ethan Mbappé,Sports,Atlet Sepak Bola,ISFP
"Eugenie ""Genie"" Bouchard",Sports,Atlet Tenis,ENTJ
Eugenio Suarez,Sports,Atlet Bisbol,ISFJ
Eunsoo Lim,Sports,Atlet Seluncur Es,ENTP
Eurico Miranda,Sports,Atlet Sepak Bola,ENTJ
Eva Kato (Hashtag Cuber),Sports,Talenta Unik,INTJ
Evair,Sports,Atlet Sepak Bola,ISTJ
"Evan ""Gripsed"" Jarvis",Sports,Pemain Poker,ENFJ
Evan Fournier,Sports,Atlet Basket,ISTJ
Evan Longoria,Sports,Atlet Bisbol,ESFP
Evan Tanner,Sports,MMA,INFP
Evander Holyfield,Sports,Petinju,ISTJ
Evander Kane,Sports,Atlet Hoki,ESFP
Evaristo de Macedo,Sports,Atlet Sepak Bola,ENTP
Evel Knievel,Sports,Pemeran Aksi,ESTP
Everton Ribeiro,Sports,Atlet Sepak Bola,ESFP
Evgeni Malkin,Sports,Atlet Hoki,ISFJ
Evgeni Plushenko,Sports,Atlet Seluncur Es,ISTP
Evgeni Semenenko,Sports,Atlet Seluncur Es,INFJ
Evgenia Medvedeva,Sports,Atlet Seluncur Es,ESFP
Evgeny Kuznetsov,Sports,Atlet Hoki,ISTP
Evil,Sports,Pegulat,ESTJ
Evil Uno,Sports,Pegulat,ISTJ
Ezekiel Ansah,Sports,Atlet Sepak Bola,ISFP
Ezekiel Elliott,Sports,Atlet Sepak Bola,ESTP
Ezra Aderhold,Sports,Atlet Frisbee,ISFJ
Faarooq,Sports,Pegulat,ESTP
Fabian Aichner,Sports,Pegulat,ESFP
Fabian Döttling,Sports,Atlet Catur,ENTP
Fabian Hambuechen,Sports,Atlet Senam,INFP
Fabiano Baldasso,Entertainment,"Media dan Penyiaran",ENTP
Fabiano Caruana,Sports,Atlet Catur,INTP
Fabien Libiszewski,Sports,Atlet Catur,INFJ
Fabio Cannavaro,Sports,Atlet Sepak Bola,ESFP
Fabio Caressa,Entertainment,"Media dan Penyiaran",ESTP
Fábio Carille,Sports,Atlet Sepak Bola,ISTP
Fabio Costa,Sports,Atlet Sepak Bola,ESTP
Fábio Giga,Sports,Atlet Binaraga,ESFJ
Fábio Tadalafellas,Sports,Atlet Binaraga,ENFP
Fabrício Werdum,Sports,MMA,ENFP
Fabrizyzz,Sports,Atlet Binaraga,ESFP
Faf de Klerk,Sports,Atlet Rugby,ESTP
Fakhar Zaman,Sports,Atlet Kriket,INFJ
Falcão,Sports,Atlet Sepak Bola,ESFJ
Falcão (futsal player),Sports,Atlet Sepak Bola,ENFJ
Fan Zhendong,Sports,Atlet Tenis Meja,ISTJ
farhad Majidi,Sports,Atlet Sepak Bola,ENFJ
Fatih Terim,Sports,Atlet Sepak Bola,ESTP
Federica Pellegrini,Sports,Atlet Renang,ESFP
Federico Bernardeschi,Sports,Atlet Sepak Bola,ISFP
Federico Chiesa,Sports,Atlet Sepak Bola,ENFP
Federico Valverde,Sports,Atlet Sepak Bola,ISFP
Fedor Emelianenko,Sports,MMA,ISTP
Fedor Holz,Sports,Pemain Poker,INTP
Feliciano Lopez,Sports,Atlet Tenis,ISFP
Felipe Massa,Sports,Pembalap Mobil,ISFJ
Felipe Melo,Sports,Atlet Sepak Bola,ESTP
Felix Auger-Aliassime,Sports,Atlet Tenis,INFJ
Felix Baumgartner,Sports,Pemeran Aksi,ISTP
Félix Hernández,Sports,Atlet Bisbol,ISFP
Fénix,Sports,Pegulat,ESFP
Fernanda Gentil,Entertainment,"Media dan Penyiaran",ENFP
Fernando Alonso,Sports,Pembalap Mobil,ENTJ
Fernando Diniz,Sports,Atlet Sepak Bola,INFJ
Fernando González,Sports,Atlet Tenis,ISFP
Fernando Llorente,Sports,Atlet Sepak Bola,ESFP
Fernando Meligeni,Sports,Atlet Tenis,ISFP
Fernando Muslera,Sports,Atlet Sepak Bola,ENFJ
Fernando Rodney,Sports,Atlet Bisbol,ISFP
Fernando Rufino,Sports,Talenta Unik,ESFJ
Fernando Santos,Sports,Atlet Sepak Bola,ISTJ
Fernando Sardinha,Sports,Atlet Binaraga,ESTJ
Fernando Tatís Jr.,Sports,Atlet Bisbol,ESFP
Fernando Torres,Sports,Atlet Sepak Bola,INFP
Fernando Valenzuela,Sports,Atlet Bisbol,ISFP
Ferran Torres,Sports,Atlet Sepak Bola,ENFP
Fidel Martínez,Sports,Atlet Sepak Bola,ENFP
Fikret Orman,Sports,Atlet Sepak Bola,ENTJ
Filip Grznár,Sports,Atlet Binaraga,ESTP
Filip Ingebrigtsen,Sports,Track & Field,ISFJ
Filip Kostić,Sports,Atlet Sepak Bola,ISTP
Filipe Luís,Sports,Atlet Sepak Bola,INTJ
Filipe Toledo,Sports,Atlet Ski,ESTP
Filippo Inzaghi,Sports,Atlet Sepak Bola,ENFJ
Finley Burns,Sports,Atlet Sepak Bola,ISFJ
Finn Balor,Sports,Pegulat,INFP
Fio Maravilha,Sports,Atlet Sepak Bola,ESFP
Firas Zahabi,Sports,MMA,ISTP
Firouz Karimi,Sports,Atlet Sepak Bola,INTP
Fit Finlay,Sports,Pegulat,ISTJ
FitnessFAQs,Sports,Atlet Binaraga,ISTJ
Fırat Aydınus,Sports,Wasit,ESTJ
Flávia Saraiva,Sports,Atlet Senam,ENFP
Flavio Briatore,Sports,Pembalap Mobil,ESTP
Floyd Mayweather Jr.,Sports,Petinju,ESFP
Forrest Griffin,Sports,MMA,ENTP
Foster Moreau,Sports,Atlet Sepak Bola,ISTJ
Framber Valdez,Sports,Atlet Bisbol,ISTP
Frances Tiafoe,Sports,Atlet Tenis,ESFP
Francesco Guadalupi,Sports,Atlet Sepak Bola,INTJ
Francesco Totti,Sports,Atlet Sepak Bola,ISFP
Francis Ngannou,Sports,MMA,ISFP
Francisco Cervelli,Sports,Atlet Bisbol,ISFJ
Francisco Lindor,Sports,Atlet Bisbol,ISFJ
"Francisco Rodriguez ""K-Rod""",Sports,Atlet Bisbol,ISTJ
Franck Ribéry,Sports,Atlet Sepak Bola,ESFP
Franco Armani,Sports,Atlet Sepak Bola,ISTJ
Franco Columbu,Sports,Atlet Binaraga,ISFJ
Frank Clark,Sports,Atlet Sepak Bola,ISFP
Frank Gore,Sports,Atlet Sepak Bola,ISFP
Frank Isola,Entertainment,"Media dan Penyiaran",ESTJ
Frank Kaminsky,Sports,Atlet Basket,ISTJ
Frank Lampard,Sports,Atlet Sepak Bola,ISTP
Frank Marshall,Sports,Atlet Catur,ENTJ
Frank Mir,Sports,MMA,INTJ
Frank Thomas,Sports,Atlet Bisbol,ESTJ
Frank Zane,Sports,Atlet Binaraga,INTP
Frankie Kazarian,Sports,Pegulat,ESTJ
Franmil Reyes,Sports,Atlet Bisbol,ISFP
Franz Beckenbauer,Sports,Atlet Sepak Bola,ENTJ
Fraser Forster,Sports,Atlet Sepak Bola,ISFJ
Fray Tormenta,Sports,Pegulat,ENFJ
Fred (Frederico Rodrigues de Paula Santos),Sports,Atlet Sepak Bola,ISFP
Fred Caldeira,Entertainment,"Media dan Penyiaran",ISFJ
Fred Guedes,Sports,Atlet Sepak Bola,ESTJ
Fred McGriff,Sports,Atlet Bisbol,ESFP
Fred VanVleet,Sports,Atlet Basket,ISTJ
Fred Warner,Sports,Atlet Sepak Bola,ESFJ
Freddie Ljungberg,Sports,Atlet Sepak Bola,ISTJ
Freddy Peralta,Sports,Atlet Bisbol,ISFP
Freddy Rincón,Sports,Atlet Sepak Bola,ENTJ
Frenkie de Jong,Sports,Atlet Sepak Bola,ISFP
Furkan Korkmaz,Sports,Atlet Basket,ISTP
Gabe Davis,Sports,Atlet Sepak Bola,INFJ
Gable Steveson,Sports,Pegulat,ENFJ
Gábor Boráros,Sports,MMA,ESFP
"Gabriel Barbosa ""Gabigol""",Sports,Atlet Sepak Bola,ESFP
Gabriel Jesus,Sports,Atlet Sepak Bola,ESFJ
Gabriel Landeskog,Sports,Atlet Hoki,ENFJ
Gabriel Martinelli,Sports,Atlet Sepak Bola,ISTP
Gabriel Medina,Sports,Atlet Ski,ISFP
Gabriel Zancanelli,Sports,Atlet Binaraga,ESTP
Gabriele Marcotti,Entertainment,"Media dan Penyiaran",ENTP
Gabriella Papadakis,Sports,Atlet Seluncur Es,ESFJ
Gaël Monfils,Sports,Atlet Tenis,ESFP
Gaizka Mendieta,Sports,Atlet Sepak Bola,ISTP
Galvão Bueno,Entertainment,"Media dan Penyiaran",ESFJ
Gangrel,Sports,Pegulat,ESFP
Garbiñe Muguruza,Sports,Atlet Tenis,ISFJ
Gardner Minshew II,Sports,Atlet Sepak Bola,ESFP
Gareth Bale,Sports,Atlet Sepak Bola,ISFP
Gareth Southgate,Sports,Atlet Sepak Bola,ISFJ
Garrett Richards,Sports,Atlet Bisbol,ISFJ
Garry Kasparov,Sports,Atlet Catur,ENTJ
Gary Brackett,Sports,Atlet Sepak Bola,ESTJ
Gary Cahill,Sports,Atlet Sepak Bola,ESTP
Gary Lineker,Sports,Atlet Sepak Bola,ESFJ
Gary Medel,Sports,Atlet Sepak Bola,ISFP
Gary Neville,Sports,Atlet Sepak Bola,INTP
Gary Payton,Sports,Atlet Basket,ESTP
Gary Sheffield,Sports,Atlet Bisbol,ESTJ
Gavin Lux,Sports,Atlet Bisbol,ESFJ
Genesis Cabrera,Sports,Atlet Bisbol,ISFP
Gennady Golovkin (GGG),Sports,Petinju,ISTJ
Gennaro Gattuso,Sports,Atlet Sepak Bola,ESTJ
Geno Atkins,Sports,Atlet Sepak Bola,ESTJ
Geno Auriemma,Sports,Atlet Basket,ENFJ
Gentleman Jack Gallagher,Sports,Pegulat,ENFJ
George Best,Sports,Atlet Sepak Bola,ESTP
George Blanda,Sports,Atlet Sepak Bola,ESTJ
George Brett,Sports,Atlet Bisbol,ESTJ
George Foreman,Sports,Petinju,ISFP
George Hackenschmidt,Sports,Atlet Binaraga,ISTJ
George Karlaftis,Sports,Atlet Sepak Bola,ISFP
George Kittle,Sports,Atlet Sepak Bola,ESFP
George Mallory,Sports,Atlet Panjat Tebing,ESTP
George Russell,Sports,Pembalap Mobil,ENFJ
George Springer,Sports,Atlet Bisbol,ESFP
Georges St-Pierre,Sports,MMA,INFJ
Georginio Wijnaldum,Sports,Atlet Sepak Bola,ENFP
Geraint Thomas,Sports,Atlet Sepeda,ISTP
Gerald Sensabaugh,Sports,Atlet Sepak Bola,ESTJ
Gerard Piqué,Sports,Atlet Sepak Bola,ESTP
Gerardo Parra,Sports,Atlet Bisbol,ISFJ
Gerd Müller,Sports,Atlet Sepak Bola,ISTJ
Gerhard Berger,Sports,Pembalap Mobil,ENTP
Germán Herrera,Sports,Atlet Sepak Bola,INTP
Germano Mosconi,Entertainment,"Media dan Penyiaran",ISFJ
Geromel,Sports,Atlet Sepak Bola,INFJ
Gerrit Cole,Sports,Atlet Bisbol,ISTP
Gervonta Davis,Sports,Petinju,ISFP
Gheorghe Hagi,Sports,Atlet Sepak Bola,ESTP
Giancarlo Fisichella,Sports,Pembalap Mobil,ISFP
Giancarlo Stanton,Sports,Atlet Bisbol,ISTP
Gianluca Lapadula,Sports,Atlet Sepak Bola,ENFJ
Gianluca Vialli,Sports,Atlet Sepak Bola,ISFJ
Gianluigi Buffon,Sports,Atlet Sepak Bola,ISFJ
Gianluigi Donnarumma,Sports,Atlet Sepak Bola,ESFJ
Gianmarco Tamberi,Sports,Track & Field,ENFP
Gianni Infantino,Sports,Atlet Sepak Bola,INFJ
Giannis Antetokounmpo,Sports,Atlet Basket,ENFP
Giba,Sports,Atlet Bola Voli,ESFP
Gichin Funakoshi,Sports,Atlet Seni Bela Diri,INFJ
Giga Chikadze,Sports,MMA,ISTP
Gil de Ferran,Sports,Pembalap Mobil,ISTJ
Gilbert Arenas,Sports,Atlet Basket,ESTP
Gilbert Burns,Sports,MMA,INFP
Gilles Simon,Sports,Atlet Tenis,INTJ
Gilles Villeneuve,Sports,Pembalap Mobil,ISTP
Gino Marchetti,Sports,Atlet Sepak Bola,ISTJ
Gio Gonzalez,Sports,Atlet Bisbol,ESFP
Gio Urshela,Sports,Atlet Bisbol,ISFP
Giorgian De Arrascaeta,Sports,Atlet Sepak Bola,ISFP
Giorgio Chiellini,Sports,Atlet Sepak Bola,ESFJ
Giovani Bernard,Sports,Atlet Sepak Bola,ISFJ
Giovanni Di Lorenzo,Sports,Atlet Sepak Bola,ISTP
Giovanni Reyna,Sports,Atlet Sepak Bola,INFP
Giovanny Gallegos,Sports,Atlet Bisbol,ISTJ
Glamour Boy Shane,Sports,Pegulat,ESFP
Glen Davis,Sports,Atlet Basket,ESFP
Glenn Jacobs,Sports,Pegulat,INTP
Glover Quin,Sports,Atlet Sepak Bola,ISFJ
Glover Teixeira,Sports,MMA,ESFJ
Godfather,Sports,Pegulat,ESTP
Goldberg,Sports,Pegulat,ISTP
Golden Tate III,Sports,Atlet Sepak Bola,ISFP
Gonzalo Higuaín,Sports,Atlet Sepak Bola,INFP
Goran Dragić,Sports,Atlet Basket,ISTP
Goran Ivanišević,Sports,Atlet Tenis,ISTP
Gordie Howe,Sports,Atlet Hoki,ISTJ
Gordon Hayward,Sports,Atlet Basket,ISTP
Gordon Liu,Sports,Atlet Seni Bela Diri,ESTP
Grace McCallum,Sports,Atlet Senam,ESFJ
Gracie Gold,Sports,Atlet Seluncur Es,ISFJ
Graeme Souness,Sports,Atlet Sepak Bola,ISTJ
Graham Bensinger,Entertainment,"Media dan Penyiaran",ISFJ
Granit Xhaka,Sports,Atlet Sepak Bola,ESTJ
Grant Balfour,Sports,Atlet Bisbol,ESTJ
Grant Cohn,Entertainment,"Media dan Penyiaran",ESTJ
Grant Hill,Sports,Atlet Basket,ENFJ
Grayson Allen,Sports,Atlet Basket,ISFP
Greg Amsinger,Entertainment,"Media dan Penyiaran",ESFJ
Greg Hardy,Sports,Atlet Sepak Bola,ESFP
Greg Holland,Sports,Atlet Bisbol,ISTJ
Greg Louganis,Sports,Atlet Renang,ISFP
Greg Maddux,Sports,Atlet Bisbol,INTJ
Greg Oden,Sports,Atlet Basket,INFP
Gregg Popovich,Sports,Atlet Basket,INTJ
Gregory Bouchelaghem (GregMMA),Sports,MMA,ESTP
Gregory Rousseau,Sports,Atlet Sepak Bola,ESFP
Gritty,Sports,Atlet Hoki,ENTP
Grzegorz Krychowiak,Sports,Atlet Sepak Bola,ENFJ
Guan Chenchen,Sports,Atlet Senam,ENFP
Guanyu Zhou,Sports,Pembalap Mobil,INFJ
Guenther Steiner,Sports,Pembalap Mobil,ESTJ
"Guillermo ""Memo"" Ochoa",Sports,Atlet Sepak Bola,ISTP
Guillermo Vilas,Sports,Atlet Tenis,INTP
Gunther,Sports,Pegulat,ISTJ
Gus Hansen,Sports,Pemain Poker,ISTP
Gustavo Kuerten (Guga),Sports,Atlet Tenis,ISFP
Gustavo Scarpa,Sports,Atlet Sepak Bola,INTP
Gustavo Villani,Entertainment,"Media dan Penyiaran",ENFJ
Guti,Sports,Atlet Sepak Bola,ESTP
Guy Martin,Sports,Pembalap Motor,ISTP
Gylfi Sigurðsson (Sigurdsson),Sports,Atlet Sepak Bola,ISFJ
Ha Ha Clinton-Dix,Sports,Atlet Sepak Bola,ISFP
Ha-Seong Kim,Sports,Atlet Bisbol,ISFP
Hadi Choopan,Sports,Atlet Binaraga,ISTP
"Hafþór ""Thor"" Júlíus Björnsson",Sports,Atlet Angkat Beban,ISTP
Haider Ali,Sports,Atlet Kriket,ISTP
Haile Gebrselassie,Sports,Track & Field,ESFJ
Hailey King,Sports,Atlet Frisbee,ISTJ
Hajime Moriyasu,Sports,Atlet Sepak Bola,INTJ
Hakeem Nicks,Sports,Atlet Sepak Bola,ISFJ
Hakeem Olajuwon,Sports,Atlet Basket,ESTJ
Hakim Ziyech,Sports,Atlet Sepak Bola,ISTP
Haku (Tonga / Meng),Sports,Pegulat,ESTJ
Hakuho Sho,Sports,Pegulat,ESTP
Hal Newhouser,Sports,Atlet Bisbol,ISTJ
Haloti Ngata,Sports,Atlet Sepak Bola,ISFP
Halvor Egner Granerud,Sports,Atlet Ski,ISTP
Han Cong,Sports,Atlet Seluncur Es,INTJ
Hande Baladın,Sports,Atlet Bola Voli,INFP
Hank Aaron,Sports,Atlet Bisbol,ISFJ
Hanley Ramírez,Sports,Atlet Bisbol,ESFP
Hannah McBeth,Sports,Atlet Frisbee,ISFP
Hannu-Pekka “HP” Parviainen,Sports,Pemeran Aksi,ISFP
Hans Niemann,Sports,Atlet Catur,ENTJ
